circuito,escuela,mesa,nombre,votos,perc,percAbs
0668A,ESCUELA EP N°27/ES N°24,0213400195X,CELESTE Y BLANCA - 2,63.0,47.01,28.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,LA FUERZA DEL CAMBIO,22.0,52.38,9.77
0668A,ESCUELA EP N°27/ES N°24,0213400195X,FALTA MENOS PARA VIVIR SIN MIEDO,20.0,47.61,8.88
0668A,ESCUELA EP N°27/ES N°24,0213400195X,LIBERTAD POR SIEMPRE,35.0,100.0,15.55
0668A,ESCUELA EP N°27/ES N°24,0213400195X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,6.0,60.0,2.66
0668A,ESCUELA EP N°27/ES N°24,0213400195X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,40.0,1.77
0668A,ESCUELA EP N°27/ES N°24,0213400195X,CELESTE,1.0,100.0,0.44
0668A,ESCUELA EP N°27/ES N°24,0213400195X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.44
0668A,ESCUELA EP N°27/ES N°24,0213400195X,A- AZUL Y ROJO,1.0,100.0,0.44
0668A,ESCUELA EP N°27/ES N°24,0213400195X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.44
0668A,ESCUELA EP N°27/ES N°24,0213400195X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400195X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,CELESTE Y BLANCA - 2,68.0,52.71,29.31
0668A,ESCUELA EP N°27/ES N°24,0213400196X,CELESTE Y BLANCA - 1,61.0,47.28,26.29
0668A,ESCUELA EP N°27/ES N°24,0213400196X,LIBERTAD POR SIEMPRE,50.0,100.0,21.55
0668A,ESCUELA EP N°27/ES N°24,0213400196X,FALTA MENOS PARA VIVIR SIN MIEDO,27.0,55.1,11.63
0668A,ESCUELA EP N°27/ES N°24,0213400196X,LA FUERZA DEL CAMBIO,22.0,44.89,9.48
0668A,ESCUELA EP N°27/ES N°24,0213400196X,A- UNIR Y FORTALECER LA IZQUIERDA,1.0,50.0,0.43
0668A,ESCUELA EP N°27/ES N°24,0213400196X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,50.0,0.43
0668A,ESCUELA EP N°27/ES N°24,0213400196X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.43
0668A,ESCUELA EP N°27/ES N°24,0213400196X,A- UNIDAD OBRERA,1.0,100.0,0.43
0668A,ESCUELA EP N°27/ES N°24,0213400196X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,A- AZUL Y ROJO,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400196X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,CELESTE Y BLANCA - 1,71.0,57.72,30.47
0668A,ESCUELA EP N°27/ES N°24,0213400197X,CELESTE Y BLANCA - 2,52.0,42.27,22.31
0668A,ESCUELA EP N°27/ES N°24,0213400197X,FALTA MENOS PARA VIVIR SIN MIEDO,30.0,53.57,12.87
0668A,ESCUELA EP N°27/ES N°24,0213400197X,LA FUERZA DEL CAMBIO,26.0,46.42,11.15
0668A,ESCUELA EP N°27/ES N°24,0213400197X,LIBERTAD POR SIEMPRE,41.0,100.0,17.59
0668A,ESCUELA EP N°27/ES N°24,0213400197X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,71.42,2.14
0668A,ESCUELA EP N°27/ES N°24,0213400197X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,28.57,0.85
0668A,ESCUELA EP N°27/ES N°24,0213400197X,A- AZUL Y ROJO,3.0,100.0,1.28
0668A,ESCUELA EP N°27/ES N°24,0213400197X,A- UNIDAD OBRERA,2.0,100.0,0.85
0668A,ESCUELA EP N°27/ES N°24,0213400197X,CORRIENTE DE PENSAMIENTO AUTENTICA,1.0,100.0,0.42
0668A,ESCUELA EP N°27/ES N°24,0213400197X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400197X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,CELESTE Y BLANCA - 2,81.0,56.25,37.15
0668A,ESCUELA EP N°27/ES N°24,0213400198X,CELESTE Y BLANCA - 1,63.0,43.75,28.89
0668A,ESCUELA EP N°27/ES N°24,0213400198X,FALTA MENOS PARA VIVIR SIN MIEDO,21.0,58.33,9.63
0668A,ESCUELA EP N°27/ES N°24,0213400198X,LA FUERZA DEL CAMBIO,15.0,41.66,6.88
0668A,ESCUELA EP N°27/ES N°24,0213400198X,LIBERTAD POR SIEMPRE,29.0,100.0,13.3
0668A,ESCUELA EP N°27/ES N°24,0213400198X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,100.0,2.29
0668A,ESCUELA EP N°27/ES N°24,0213400198X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,A- UNIDAD OBRERA,2.0,100.0,0.91
0668A,ESCUELA EP N°27/ES N°24,0213400198X,CELESTE,1.0,100.0,0.45
0668A,ESCUELA EP N°27/ES N°24,0213400198X,A- AZUL Y ROJO,1.0,100.0,0.45
0668A,ESCUELA EP N°27/ES N°24,0213400198X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400198X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,CELESTE Y BLANCA - 1,85.0,53.45,35.41
0668A,ESCUELA EP N°27/ES N°24,0213400199X,CELESTE Y BLANCA - 2,74.0,46.54,30.83
0668A,ESCUELA EP N°27/ES N°24,0213400199X,FALTA MENOS PARA VIVIR SIN MIEDO,21.0,53.84,8.75
0668A,ESCUELA EP N°27/ES N°24,0213400199X,LA FUERZA DEL CAMBIO,18.0,46.15,7.5
0668A,ESCUELA EP N°27/ES N°24,0213400199X,LIBERTAD POR SIEMPRE,34.0,100.0,14.16
0668A,ESCUELA EP N°27/ES N°24,0213400199X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,100.0,1.25
0668A,ESCUELA EP N°27/ES N°24,0213400199X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,A- UNIDAD OBRERA,2.0,100.0,0.83
0668A,ESCUELA EP N°27/ES N°24,0213400199X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.41
0668A,ESCUELA EP N°27/ES N°24,0213400199X,A- AZUL Y ROJO,1.0,100.0,0.41
0668A,ESCUELA EP N°27/ES N°24,0213400199X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.41
0668A,ESCUELA EP N°27/ES N°24,0213400199X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400199X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,CELESTE Y BLANCA - 1,90.0,64.74,37.65
0668A,ESCUELA EP N°27/ES N°24,0213400200X,CELESTE Y BLANCA - 2,49.0,35.25,20.5
0668A,ESCUELA EP N°27/ES N°24,0213400200X,FALTA MENOS PARA VIVIR SIN MIEDO,32.0,64.0,13.38
0668A,ESCUELA EP N°27/ES N°24,0213400200X,LA FUERZA DEL CAMBIO,18.0,36.0,7.53
0668A,ESCUELA EP N°27/ES N°24,0213400200X,LIBERTAD POR SIEMPRE,44.0,100.0,18.41
0668A,ESCUELA EP N°27/ES N°24,0213400200X,A- UNIR Y FORTALECER LA IZQUIERDA,2.0,100.0,0.83
0668A,ESCUELA EP N°27/ES N°24,0213400200X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,A- AZUL Y ROJO,2.0,100.0,0.83
0668A,ESCUELA EP N°27/ES N°24,0213400200X,CELESTE,1.0,100.0,0.41
0668A,ESCUELA EP N°27/ES N°24,0213400200X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.41
0668A,ESCUELA EP N°27/ES N°24,0213400200X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400200X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,CELESTE Y BLANCA - 1,86.0,55.48,35.1
0668A,ESCUELA EP N°27/ES N°24,0213400201X,CELESTE Y BLANCA - 2,69.0,44.51,28.16
0668A,ESCUELA EP N°27/ES N°24,0213400201X,FALTA MENOS PARA VIVIR SIN MIEDO,30.0,71.42,12.24
0668A,ESCUELA EP N°27/ES N°24,0213400201X,LA FUERZA DEL CAMBIO,12.0,28.57,4.89
0668A,ESCUELA EP N°27/ES N°24,0213400201X,LIBERTAD POR SIEMPRE,41.0,100.0,16.73
0668A,ESCUELA EP N°27/ES N°24,0213400201X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,100.0,1.22
0668A,ESCUELA EP N°27/ES N°24,0213400201X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,A- AZUL Y ROJO,2.0,100.0,0.81
0668A,ESCUELA EP N°27/ES N°24,0213400201X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.4
0668A,ESCUELA EP N°27/ES N°24,0213400201X,A- UNIDAD OBRERA,1.0,100.0,0.4
0668A,ESCUELA EP N°27/ES N°24,0213400201X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400201X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,CELESTE Y BLANCA - 1,83.0,60.58,35.47
0668A,ESCUELA EP N°27/ES N°24,0213400202X,CELESTE Y BLANCA - 2,54.0,39.41,23.07
0668A,ESCUELA EP N°27/ES N°24,0213400202X,FALTA MENOS PARA VIVIR SIN MIEDO,29.0,59.18,12.39
0668A,ESCUELA EP N°27/ES N°24,0213400202X,LA FUERZA DEL CAMBIO,20.0,40.81,8.54
0668A,ESCUELA EP N°27/ES N°24,0213400202X,LIBERTAD POR SIEMPRE,37.0,100.0,15.81
0668A,ESCUELA EP N°27/ES N°24,0213400202X,A- UNIR Y FORTALECER LA IZQUIERDA,6.0,75.0,2.56
0668A,ESCUELA EP N°27/ES N°24,0213400202X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,25.0,0.85
0668A,ESCUELA EP N°27/ES N°24,0213400202X,A- AZUL Y ROJO,1.0,100.0,0.42
0668A,ESCUELA EP N°27/ES N°24,0213400202X,A- UNIDAD OBRERA,1.0,100.0,0.42
0668A,ESCUELA EP N°27/ES N°24,0213400202X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.42
0668A,ESCUELA EP N°27/ES N°24,0213400202X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400202X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,CELESTE Y BLANCA - 1,107.0,74.3,42.29
0668A,ESCUELA EP N°27/ES N°24,0213400203X,CELESTE Y BLANCA - 2,37.0,25.69,14.62
0668A,ESCUELA EP N°27/ES N°24,0213400203X,FALTA MENOS PARA VIVIR SIN MIEDO,31.0,55.35,12.25
0668A,ESCUELA EP N°27/ES N°24,0213400203X,LA FUERZA DEL CAMBIO,25.0,44.64,9.88
0668A,ESCUELA EP N°27/ES N°24,0213400203X,LIBERTAD POR SIEMPRE,46.0,100.0,18.18
0668A,ESCUELA EP N°27/ES N°24,0213400203X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,100.0,1.58
0668A,ESCUELA EP N°27/ES N°24,0213400203X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.39
0668A,ESCUELA EP N°27/ES N°24,0213400203X,A- AZUL Y ROJO,1.0,100.0,0.39
0668A,ESCUELA EP N°27/ES N°24,0213400203X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.39
0668A,ESCUELA EP N°27/ES N°24,0213400203X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°27/ES N°24,0213400203X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,CELESTE Y BLANCA - 1,72.0,55.38,33.02
0668A,ESCUELA EP N°20/ES N°16,0213400204X,CELESTE Y BLANCA - 2,58.0,44.61,26.6
0668A,ESCUELA EP N°20/ES N°16,0213400204X,FALTA MENOS PARA VIVIR SIN MIEDO,24.0,58.53,11.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,LA FUERZA DEL CAMBIO,17.0,41.46,7.79
0668A,ESCUELA EP N°20/ES N°16,0213400204X,LIBERTAD POR SIEMPRE,41.0,100.0,18.8
0668A,ESCUELA EP N°20/ES N°16,0213400204X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,75.0,1.37
0668A,ESCUELA EP N°20/ES N°16,0213400204X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,25.0,0.45
0668A,ESCUELA EP N°20/ES N°16,0213400204X,IZQUIERDA ANTICAPITALISTA,2.0,100.0,0.91
0668A,ESCUELA EP N°20/ES N°16,0213400204X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,A- AZUL Y ROJO,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400204X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,CELESTE Y BLANCA - 1,70.0,56.91,30.7
0668A,ESCUELA EP N°20/ES N°16,0213400205X,CELESTE Y BLANCA - 2,53.0,43.08,23.24
0668A,ESCUELA EP N°20/ES N°16,0213400205X,FALTA MENOS PARA VIVIR SIN MIEDO,38.0,69.09,16.66
0668A,ESCUELA EP N°20/ES N°16,0213400205X,LA FUERZA DEL CAMBIO,17.0,30.9,7.45
0668A,ESCUELA EP N°20/ES N°16,0213400205X,LIBERTAD POR SIEMPRE,38.0,100.0,16.66
0668A,ESCUELA EP N°20/ES N°16,0213400205X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,6.0,85.71,2.63
0668A,ESCUELA EP N°20/ES N°16,0213400205X,A- UNIR Y FORTALECER LA IZQUIERDA,1.0,14.28,0.43
0668A,ESCUELA EP N°20/ES N°16,0213400205X,A- AZUL Y ROJO,2.0,100.0,0.87
0668A,ESCUELA EP N°20/ES N°16,0213400205X,VALORES Y SOLIDARIDAD,2.0,100.0,0.87
0668A,ESCUELA EP N°20/ES N°16,0213400205X,CELESTE,1.0,100.0,0.43
0668A,ESCUELA EP N°20/ES N°16,0213400205X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400205X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,CELESTE Y BLANCA - 1,70.0,54.26,30.83
0668A,ESCUELA EP N°20/ES N°16,0213400206X,CELESTE Y BLANCA - 2,59.0,45.73,25.99
0668A,ESCUELA EP N°20/ES N°16,0213400206X,FALTA MENOS PARA VIVIR SIN MIEDO,23.0,50.0,10.13
0668A,ESCUELA EP N°20/ES N°16,0213400206X,LA FUERZA DEL CAMBIO,23.0,50.0,10.13
0668A,ESCUELA EP N°20/ES N°16,0213400206X,LIBERTAD POR SIEMPRE,36.0,100.0,15.85
0668A,ESCUELA EP N°20/ES N°16,0213400206X,A- UNIR Y FORTALECER LA IZQUIERDA,10.0,90.9,4.4
0668A,ESCUELA EP N°20/ES N°16,0213400206X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,9.09,0.44
0668A,ESCUELA EP N°20/ES N°16,0213400206X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.88
0668A,ESCUELA EP N°20/ES N°16,0213400206X,CELESTE,1.0,100.0,0.44
0668A,ESCUELA EP N°20/ES N°16,0213400206X,A- AZUL Y ROJO,1.0,100.0,0.44
0668A,ESCUELA EP N°20/ES N°16,0213400206X,VALORES Y SOLIDARIDAD,1.0,100.0,0.44
0668A,ESCUELA EP N°20/ES N°16,0213400206X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400206X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,CELESTE Y BLANCA - 1,81.0,55.1,36.48
0668A,ESCUELA EP N°20/ES N°16,0213400207X,CELESTE Y BLANCA - 2,66.0,44.89,29.72
0668A,ESCUELA EP N°20/ES N°16,0213400207X,FALTA MENOS PARA VIVIR SIN MIEDO,24.0,70.58,10.81
0668A,ESCUELA EP N°20/ES N°16,0213400207X,LA FUERZA DEL CAMBIO,10.0,29.41,4.5
0668A,ESCUELA EP N°20/ES N°16,0213400207X,LIBERTAD POR SIEMPRE,30.0,100.0,13.51
0668A,ESCUELA EP N°20/ES N°16,0213400207X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,62.5,2.25
0668A,ESCUELA EP N°20/ES N°16,0213400207X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,3.0,37.5,1.35
0668A,ESCUELA EP N°20/ES N°16,0213400207X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.9
0668A,ESCUELA EP N°20/ES N°16,0213400207X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.45
0668A,ESCUELA EP N°20/ES N°16,0213400207X,CELESTE,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,VALORES EN ACCION,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,ESPERANZA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,A- AZUL Y ROJO,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400207X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400208X,CELESTE Y BLANCA - 1,69.0,57.02,29.23
0668A,ESCUELA EP N°20/ES N°16,0213400208X,CELESTE Y BLANCA - 2,52.0,42.97,22.03
0668A,ESCUELA EP N°20/ES N°16,0213400208X,LIBERTAD POR SIEMPRE,55.0,100.0,23.3
0668A,ESCUELA EP N°20/ES N°16,0213400208X,FALTA MENOS PARA VIVIR SIN MIEDO,27.0,56.25,11.44
0668A,ESCUELA EP N°20/ES N°16,0213400208X,LA FUERZA DEL CAMBIO,21.0,43.75,8.89
0668A,ESCUELA EP N°20/ES N°16,0213400208X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,100.0,2.11
0668A,ESCUELA EP N°20/ES N°16,0213400208X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668A,ESCUELA EP N°20/ES N°16,0213400208X,"1A- TIERRA, TECHO  Y TRABAJO",4.0,100.0,1.69
