circuito,escuela,mesa,nombre,votos,perc,percAbs
00668,ESCUELA EP N°8/ES N°18,0213400065X,A- UNIDAD OBRERA,1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400065X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400065X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400065X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400065X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400065X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400065X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,CELESTE Y BLANCA - 2,61.0,50.83,26.75
00668,ESCUELA EP N°8/ES N°18,0213400066X,CELESTE Y BLANCA - 1,59.0,49.16,25.87
00668,ESCUELA EP N°8/ES N°18,0213400066X,FALTA MENOS PARA VIVIR SIN MIEDO,33.0,50.76,14.47
00668,ESCUELA EP N°8/ES N°18,0213400066X,LA FUERZA DEL CAMBIO,32.0,49.23,14.03
00668,ESCUELA EP N°8/ES N°18,0213400066X,LIBERTAD POR SIEMPRE,31.0,100.0,13.59
00668,ESCUELA EP N°8/ES N°18,0213400066X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,4.0,57.14,1.75
00668,ESCUELA EP N°8/ES N°18,0213400066X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,42.85,1.31
00668,ESCUELA EP N°8/ES N°18,0213400066X,A- UNIDAD OBRERA,2.0,100.0,0.87
00668,ESCUELA EP N°8/ES N°18,0213400066X,CELESTE,1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400066X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400066X,A- AZUL Y ROJO,1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400066X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400066X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,LA FUERZA DEL CAMBIO,53.0,55.78,24.53
00668,ESCUELA EP N°8/ES N°18,0213400067X,FALTA MENOS PARA VIVIR SIN MIEDO,42.0,44.21,19.44
00668,ESCUELA EP N°8/ES N°18,0213400067X,CELESTE Y BLANCA - 1,48.0,53.33,22.22
00668,ESCUELA EP N°8/ES N°18,0213400067X,CELESTE Y BLANCA - 2,42.0,46.66,19.44
00668,ESCUELA EP N°8/ES N°18,0213400067X,LIBERTAD POR SIEMPRE,17.0,100.0,7.87
00668,ESCUELA EP N°8/ES N°18,0213400067X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,55.55,2.31
00668,ESCUELA EP N°8/ES N°18,0213400067X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,4.0,44.44,1.85
00668,ESCUELA EP N°8/ES N°18,0213400067X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.92
00668,ESCUELA EP N°8/ES N°18,0213400067X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.46
00668,ESCUELA EP N°8/ES N°18,0213400067X,A- AZUL Y ROJO,1.0,100.0,0.46
00668,ESCUELA EP N°8/ES N°18,0213400067X,A- UNIDAD OBRERA,1.0,100.0,0.46
00668,ESCUELA EP N°8/ES N°18,0213400067X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400067X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,CELESTE Y BLANCA - 1,61.0,54.46,29.04
00668,ESCUELA EP N°8/ES N°18,0213400068X,CELESTE Y BLANCA - 2,51.0,45.53,24.28
00668,ESCUELA EP N°8/ES N°18,0213400068X,LA FUERZA DEL CAMBIO,32.0,60.37,15.23
00668,ESCUELA EP N°8/ES N°18,0213400068X,FALTA MENOS PARA VIVIR SIN MIEDO,21.0,39.62,10.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,LIBERTAD POR SIEMPRE,36.0,100.0,17.14
00668,ESCUELA EP N°8/ES N°18,0213400068X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,71.42,2.38
00668,ESCUELA EP N°8/ES N°18,0213400068X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,28.57,0.95
00668,ESCUELA EP N°8/ES N°18,0213400068X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.47
00668,ESCUELA EP N°8/ES N°18,0213400068X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.47
00668,ESCUELA EP N°8/ES N°18,0213400068X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400068X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,CELESTE Y BLANCA - 2,65.0,52.41,28.01
00668,ESCUELA EP N°8/ES N°18,0213400069X,CELESTE Y BLANCA - 1,59.0,47.58,25.43
00668,ESCUELA EP N°8/ES N°18,0213400069X,FALTA MENOS PARA VIVIR SIN MIEDO,35.0,52.23,15.08
00668,ESCUELA EP N°8/ES N°18,0213400069X,LA FUERZA DEL CAMBIO,32.0,47.76,13.79
00668,ESCUELA EP N°8/ES N°18,0213400069X,LIBERTAD POR SIEMPRE,30.0,100.0,12.93
00668,ESCUELA EP N°8/ES N°18,0213400069X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,4.0,57.14,1.72
00668,ESCUELA EP N°8/ES N°18,0213400069X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,42.85,1.29
00668,ESCUELA EP N°8/ES N°18,0213400069X,A- AZUL Y ROJO,2.0,100.0,0.86
00668,ESCUELA EP N°8/ES N°18,0213400069X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400069X,VALORES Y SOLIDARIDAD,1.0,100.0,0.43
00668,ESCUELA EP N°8/ES N°18,0213400069X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400069X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,CELESTE Y BLANCA - 1,67.0,58.26,30.59
00668,ESCUELA EP N°8/ES N°18,0213400070X,CELESTE Y BLANCA - 2,48.0,41.73,21.91
00668,ESCUELA EP N°8/ES N°18,0213400070X,FALTA MENOS PARA VIVIR SIN MIEDO,35.0,55.55,15.98
00668,ESCUELA EP N°8/ES N°18,0213400070X,LA FUERZA DEL CAMBIO,28.0,44.44,12.78
00668,ESCUELA EP N°8/ES N°18,0213400070X,LIBERTAD POR SIEMPRE,31.0,100.0,14.15
00668,ESCUELA EP N°8/ES N°18,0213400070X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,66.66,1.82
00668,ESCUELA EP N°8/ES N°18,0213400070X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,33.33,0.91
00668,ESCUELA EP N°8/ES N°18,0213400070X,IZQUIERDA ANTICAPITALISTA,2.0,100.0,0.91
00668,ESCUELA EP N°8/ES N°18,0213400070X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.91
00668,ESCUELA EP N°8/ES N°18,0213400070X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°8/ES N°18,0213400070X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,FALTA MENOS PARA VIVIR SIN MIEDO,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,LA FUERZA DEL CAMBIO,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,CELESTE Y BLANCA - 2,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,CELESTE Y BLANCA - 1,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,LIBERTAD POR SIEMPRE,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,A- UNIR Y FORTALECER LA IZQUIERDA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400071X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,CELESTE Y BLANCA - 1,83.0,50.3,29.85
00668,ESCUELA EP N°17/ES N°15,0213400072X,CELESTE Y BLANCA - 2,82.0,49.69,29.49
00668,ESCUELA EP N°17/ES N°15,0213400072X,FALTA MENOS PARA VIVIR SIN MIEDO,38.0,59.37,13.66
00668,ESCUELA EP N°17/ES N°15,0213400072X,LA FUERZA DEL CAMBIO,26.0,40.62,9.35
00668,ESCUELA EP N°17/ES N°15,0213400072X,LIBERTAD POR SIEMPRE,40.0,100.0,14.38
00668,ESCUELA EP N°17/ES N°15,0213400072X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,100.0,1.43
00668,ESCUELA EP N°17/ES N°15,0213400072X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.71
00668,ESCUELA EP N°17/ES N°15,0213400072X,CELESTE,1.0,100.0,0.35
00668,ESCUELA EP N°17/ES N°15,0213400072X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.35
00668,ESCUELA EP N°17/ES N°15,0213400072X,A- AZUL Y ROJO,1.0,100.0,0.35
00668,ESCUELA EP N°17/ES N°15,0213400072X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400072X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,LA FUERZA DEL CAMBIO,50.0,53.19,24.75
00668,ESCUELA EP N°17/ES N°15,0213400073X,FALTA MENOS PARA VIVIR SIN MIEDO,44.0,46.8,21.78
00668,ESCUELA EP N°17/ES N°15,0213400073X,CELESTE Y BLANCA - 2,62.0,100.0,30.69
00668,ESCUELA EP N°17/ES N°15,0213400073X,CELESTE Y BLANCA - 1,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,LIBERTAD POR SIEMPRE,40.0,100.0,19.8
00668,ESCUELA EP N°17/ES N°15,0213400073X,A- UNIR Y FORTALECER LA IZQUIERDA,2.0,50.0,0.99
00668,ESCUELA EP N°17/ES N°15,0213400073X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,50.0,0.99
00668,ESCUELA EP N°17/ES N°15,0213400073X,CELESTE,1.0,100.0,0.49
00668,ESCUELA EP N°17/ES N°15,0213400073X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.49
00668,ESCUELA EP N°17/ES N°15,0213400073X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400073X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,CELESTE Y BLANCA - 1,56.0,51.37,24.45
00668,ESCUELA EP N°17/ES N°15,0213400074X,CELESTE Y BLANCA - 2,53.0,48.62,23.14
00668,ESCUELA EP N°17/ES N°15,0213400074X,LA FUERZA DEL CAMBIO,40.0,53.33,17.46
00668,ESCUELA EP N°17/ES N°15,0213400074X,FALTA MENOS PARA VIVIR SIN MIEDO,35.0,46.66,15.28
00668,ESCUELA EP N°17/ES N°15,0213400074X,LIBERTAD POR SIEMPRE,40.0,100.0,17.46
00668,ESCUELA EP N°17/ES N°15,0213400074X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,100.0,1.74
00668,ESCUELA EP N°17/ES N°15,0213400074X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,A- UNIDAD OBRERA,1.0,100.0,0.43
00668,ESCUELA EP N°17/ES N°15,0213400074X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400074X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,CELESTE Y BLANCA - 1,59.0,54.62,26.33
00668,ESCUELA EP N°17/ES N°15,0213400075X,CELESTE Y BLANCA - 2,49.0,45.37,21.87
00668,ESCUELA EP N°17/ES N°15,0213400075X,LA FUERZA DEL CAMBIO,34.0,53.12,15.17
00668,ESCUELA EP N°17/ES N°15,0213400075X,FALTA MENOS PARA VIVIR SIN MIEDO,30.0,46.87,13.39
00668,ESCUELA EP N°17/ES N°15,0213400075X,LIBERTAD POR SIEMPRE,42.0,100.0,18.75
00668,ESCUELA EP N°17/ES N°15,0213400075X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,5.0,55.55,2.23
00668,ESCUELA EP N°17/ES N°15,0213400075X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,44.44,1.78
00668,ESCUELA EP N°17/ES N°15,0213400075X,A- AZUL Y ROJO,1.0,100.0,0.44
00668,ESCUELA EP N°17/ES N°15,0213400075X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
00668,ESCUELA EP N°17/ES N°15,0213400075X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,CELESTE Y BLANCA - 2,62.0,57.94,27.92
00668,ESCUELA EP N°11,0213400076X,CELESTE Y BLANCA - 1,45.0,42.05,20.27
00668,ESCUELA EP N°11,0213400076X,FALTA MENOS PARA VIVIR SIN MIEDO,43.0,63.23,19.36
00668,ESCUELA EP N°11,0213400076X,LA FUERZA DEL CAMBIO,25.0,36.76,11.26
00668,ESCUELA EP N°11,0213400076X,LIBERTAD POR SIEMPRE,40.0,100.0,18.01
00668,ESCUELA EP N°11,0213400076X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,100.0,1.8
00668,ESCUELA EP N°11,0213400076X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,"1A- TIERRA, TECHO  Y TRABAJO",3.0,100.0,1.35
00668,ESCUELA EP N°11,0213400076X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,A- UNIDAD OBRERA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400076X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,LA FUERZA DEL CAMBIO,50.0,52.08,20.92
00668,ESCUELA EP N°11,0213400077X,FALTA MENOS PARA VIVIR SIN MIEDO,46.0,47.91,19.24
00668,ESCUELA EP N°11,0213400077X,CELESTE Y BLANCA - 1,51.0,53.12,21.33
00668,ESCUELA EP N°11,0213400077X,CELESTE Y BLANCA - 2,45.0,46.87,18.82
00668,ESCUELA EP N°11,0213400077X,LIBERTAD POR SIEMPRE,37.0,100.0,15.48
00668,ESCUELA EP N°11,0213400077X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,4.0,57.14,1.67
00668,ESCUELA EP N°11,0213400077X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,42.85,1.25
00668,ESCUELA EP N°11,0213400077X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.41
00668,ESCUELA EP N°11,0213400077X,A- UNIDAD OBRERA,1.0,100.0,0.41
00668,ESCUELA EP N°11,0213400077X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.41
00668,ESCUELA EP N°11,0213400077X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,A- AZUL Y ROJO,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400077X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,CELESTE Y BLANCA - 1,60.0,53.09,24.69
00668,ESCUELA EP N°11,0213400078X,CELESTE Y BLANCA - 2,53.0,46.9,21.81
00668,ESCUELA EP N°11,0213400078X,FALTA MENOS PARA VIVIR SIN MIEDO,37.0,52.11,15.22
00668,ESCUELA EP N°11,0213400078X,LA FUERZA DEL CAMBIO,34.0,47.88,13.99
00668,ESCUELA EP N°11,0213400078X,LIBERTAD POR SIEMPRE,46.0,100.0,18.93
00668,ESCUELA EP N°11,0213400078X,A- UNIR Y FORTALECER LA IZQUIERDA,2.0,50.0,0.82
00668,ESCUELA EP N°11,0213400078X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,50.0,0.82
00668,ESCUELA EP N°11,0213400078X,IZQUIERDA ANTICAPITALISTA,3.0,100.0,1.23
00668,ESCUELA EP N°11,0213400078X,CELESTE,2.0,100.0,0.82
00668,ESCUELA EP N°11,0213400078X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.82
00668,ESCUELA EP N°11,0213400078X,A- AZUL Y ROJO,1.0,100.0,0.41
00668,ESCUELA EP N°11,0213400078X,A- UNIDAD OBRERA,1.0,100.0,0.41
00668,ESCUELA EP N°11,0213400078X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,ESPERANZA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400078X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400079X,LA FUERZA DEL CAMBIO,56.0,56.56,24.03
00668,ESCUELA EP N°11,0213400079X,FALTA MENOS PARA VIVIR SIN MIEDO,43.0,43.43,18.45
00668,ESCUELA EP N°11,0213400079X,CELESTE Y BLANCA - 2,46.0,53.48,19.74
00668,ESCUELA EP N°11,0213400079X,CELESTE Y BLANCA - 1,40.0,46.51,17.16
00668,ESCUELA EP N°11,0213400079X,LIBERTAD POR SIEMPRE,33.0,100.0,14.16
00668,ESCUELA EP N°11,0213400079X,A- UNIR Y FORTALECER LA IZQUIERDA,7.0,77.77,3.0
00668,ESCUELA EP N°11,0213400079X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,22.22,0.85
00668,ESCUELA EP N°11,0213400079X,"1A- TIERRA, TECHO  Y TRABAJO",5.0,100.0,2.14
00668,ESCUELA EP N°11,0213400079X,A- AZUL Y ROJO,1.0,100.0,0.42
00668,ESCUELA EP N°11,0213400079X,CELESTE,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400079X,VALORES EN ACCION,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400079X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
00668,ESCUELA EP N°11,0213400079X,ESPERANZA,0.0,0.0,0.0
